iati_identifier,title_narrative,reporting_org_narrative,description_narrative_xml_lang,description_narrative,recipient_country_code,recipient_region_code,location_name_narrative,activity_status_code,document_link_url,last_updated_datetime,activity_date_type,activity_date_iso_date,sector_code,sector_narrative,sector_vocabulary,tag_code,tag_narrative,tag_vocabulary,policy_marker_code,policy_marker_narrative,policy_marker_code,default_aid_type_code
GB-CHC-202918-KENC78,['WASH Governance Programme'],['Oxfam GB'],,"['This project will support targeted Water Service Providers (WSPs) to expand their infrastructure (source development, storage and distribution networks expansion, increase water access points at the community) as well improve on transparency and accountability on water revenue through the use of appropriate and innovative technologies.']",['KE'],,,3,,2022-11-04T12:15:58Z,"['2', '4']","['2016-04-01T00:00:00Z', '2018-03-31T00:00:00Z']","['2', '3', '5']","['Education and Health Care', 'Life and Security', 'Right to Equity: Gender and Diversity']","['99', '99', '99']",,,,,,,
GB-CHC-202918-KENC79,['Strengthened and coordinated emergency response in arid lands of Kenya'],['Oxfam GB'],,"['The consortium constitutes of 3 INGOs (OXFAM, Concern Worldwide and Transparency International and their local partners who will take a structured approach to address county based mechanisms of disaster management, resource allocation, transparency and accountability, as well as the interlinking of EW/EA systems implemented across all levels. The action will also focus on strengthening the existing structures such as specific county line Ministries, NMDA and NDOC to improve links with communities and facilitating the ongoing discussions to formalise clear roles between this national function and the County structures mandated to perform humanitarian preparedness and response.']",['KE'],,,3,,2022-11-04T12:17:04Z,"['2', '4']","['2016-05-01T00:00:00Z', '2018-03-31T00:00:00Z']","['1', '3', '4']","['A Sustainable Livelihood', 'Life and Security', 'Right to be Heard']","['99', '99', '99']",,,,,,,
GB-CHC-202918-KENC80,"['Increased resilience through integrated Disaster Risk Management System, Wajir']",['Oxfam GB'],,"['The action has 2 result areas whose activities holistically integrate different approaches targeting systems in key sectors (Water, Nutrition, Animal Health, Governance, Advocacy and Accountability) which are fundamental in increasing the resilience of the population living in the Arid and Semi Arid Lands (ASALs). These are: 1.Improved Structures / Systems capacities to prepare, mitigate, prevent risks and react and respond to emergencies appropriately and timely 2. Strengthened stakeholders linkages and coordination between communities, County, National level in disaster risk management and timely response The consortium plans to undertake strategic pilots that model the use of existing technology and infrastructure such as the Hunger Safety Network Programme (HSNP) card in delivering rapid and direct emergency preparedness and response interventions, implemented through the Government system rather than in parallel to it.']",['KE'],,,3,,2022-11-04T12:20:40Z,"['2', '4']","['2016-05-01T00:00:00Z', '2018-01-31T00:00:00Z']","['3', '4']","['Life and Security', 'Right to be Heard']","['99', '99']",,,,,,,
GB-CHC-202918-KENC81,"['Increased resilience through integrated Disaster Risk Management System, Turkana']",['Oxfam GB'],,"['The project will; strengthen the PDS system to identify existing gaps and implement actions for strengthening it, pilot the use of the e -wallet through the HSNP system, through the emmergency envelop support Turkana County to respond to emerging disasters. As a way of strengthening stakeholder linkages and collaboration, the project will improve information provision and awareness at community level especially on the budget process and the links with community disaster management plans, review of the CMDRR process, conduct refresher trainings n CMDRR, link Community Disaster Management Committees to instituions to support CMDRR priorities']",['KE'],,,3,,2022-11-04T12:23:46Z,"['2', '4']","['2016-04-01T00:00:00Z', '2018-03-31T00:00:00Z']","['1', '3']","['A Sustainable Livelihood', 'Life and Security']","['99', '99']",,,,,,,
GB-CHC-202918-KENC84,"['Strengthening of the Kenya Civil Society Platform on Oil and Gas, Kenya']",['Oxfam GB'],,['Develop a five -year strategic positioning plan for the Platform for efficiency and effectiveness; develop a fund -raising and resource mobilizaton plan to ensure sustainable engagement in extractive sector for the long term.'],['KE'],,,3,,2022-11-04T12:46:46Z,"['2', '4']","['2017-01-01T00:00:00Z', '2017-12-31T00:00:00Z']","['4', '5']","['Right to be Heard', 'Right to Equity: Gender and Diversity']","['99', '99']",,,,,,,
GB-CHC-202918-KENC85,"['Free, Prior and Informed Consent (FPIC) practice in Kenya']",['Oxfam GB'],,"['This project involves analysis, advocacy and awareness building on the principle of  Free Prior Informed Consent (FPIC) in Kenya as it applies to the extractive industry in the country.']",['KE'],,,3,,2022-11-30T12:47:35Z,"['2', '4']","['2016-12-22T00:00:00Z', '2018-03-31T00:00:00Z']","['4', '5']","['Right to be Heard', 'Right to Equity: Gender and Diversity']","['99', '99']",,,,,,,
GB-CHC-202918-KENC86,"['Horn of Africa Regional drought response, Kenya']",['Oxfam GB'],,"['Oxfam will reach about 300,000 people in Wajir and 18,000 people in Turkana with clean water and sanitation. It will also carry out cash transfers so that people can access food and clean, safe water as well as working on the maintenance and repair of water points.  Health promotion and information will be delivered through radio programmes, and Community mobilisers will do training on hygiene and sanitation in schools. There will be provision of jerry cans, buckets etc for water storage.']",['KE'],,,3,,2022-12-16T12:03:22Z,"['2', '4']","['2017-04-01T00:00:00Z', '2018-03-31T00:00:00Z']",['1'],['A Sustainable Livelihood'],['99'],,,,,,,
GB-CHC-202918-KENC87,['Turkana drought response'],['Oxfam GB'],,"[""Oxfam is targeting the most vulnerable people in Turkana, where it has been working since the 1960's and has an established presence and long term partnerships to build on. Specifically, Oxfam will target women and children that don't have access to water and food or have to walk large distances to reach water sources, as well as vulnerable population groups like lactating women, elderly and children that are at risk of dropping out of the school system.  To identify beneficiaries, communities and locations to target Oxfam will partner closely with the Turkana county (local government), with the Water User Associations (WUAs) and the Water Users Committees (WUCs), , and with the Hunger Safety Net Programme 2, to utilise the experience of these authorities when it comes to needs and targeting. Oxfam will also work in schools, health centres and in the communities to identify the most vulnerable House Holds (HHs). Beneficiary selection will be undertaken in a participatory manner ensuring participation of the most vulnerable groups such as women headed households, households with pregnant and lactating women, elders and with children below 5 years. There will be selected community members acting as beneficiary reference groups who can share the feelings and feedback of the community towards the project to ensure accountability. This process of community -based targeting has the benefit of bringing local knowledge and priorities into the programme and developing a sense of ownership that will help mitigate potential sources of conflict""]",['KE'],,,3,,2022-11-30T12:49:09Z,"['2', '4']","['2017-04-01T00:00:00Z', '2018-03-31T00:00:00Z']","['1', '3']","['A Sustainable Livelihood', 'Life and Security']","['99', '99']",,,,,,,
GB-CHC-202918-KENC88,"['Transparent, accountable and sustainable management of the extractive industries']",['Oxfam GB'],,"['The project will work with partners and the Civil Society Oil and Gas Platform and Platform members to monitor and influence important legislative decision -making processes.  At the local level, the project will provide technical support to communities in Turkana, Kwale and Kakamega Counties and work with local government to monitor the developments of the extractive sector in regards to the general governance of the sector.']",['KE'],,,3,,2022-11-04T12:47:47Z,"['2', '4']","['2017-07-01T00:00:00Z', '2018-03-31T00:00:00Z']","['3', '4', '5']","['Life and Security', 'Right to be Heard', 'Right to Equity: Gender and Diversity']","['99', '99', '99']",,,,,,,
GB-CHC-202918-KENC89,['The Tax Dialogue Kenya'],['Oxfam GB'],,"['In recognition of the significant role that the private sector have to play in tax and domestic resource mobilization, the Tax Dialogue in Kenya project will engage private sector actors  - investors and companies  - to participate in dialogue on responsible corporate tax practices. The objective of the conversations will be to build a mutual understanding of the challenges and opportunities arising from big businesses establishing a connection between corporate social responsibility and taxation. Through dialogue and exchange of perspectives the ambition is to build trust and create an environment for improved practices and recognition of efforts to enhance corporate tax responsibility. It is centred on the need to create a safe -space for constructive multi -stakeholder dialogue on responsible corporate tax behaviour with the aim of enhancing domestic resource mobilisation to finance sustainable development and the social contract between tax payers, governments and society as a whole.']",['KE'],,,3,,2022-11-08T08:16:15Z,"['2', '4']","['2017-09-01T00:00:00Z', '2018-03-31T00:00:00Z']","['2', '5']","['Education and Health Care', 'Right to Equity: Gender and Diversity']","['99', '99']",,,,,,,
GB-CHC-202918-KENC91,"['Displacement of people in Moyale, Kenya']",['Oxfam GB'],,"['Rapid assessment of Water supply, sanitation and hygiene promotion needs of 15,000 affected people currently living in camps and host community in Moyale. Setting up of water supply, treatment (HTH disinfection and testing kits), storage, distribution systems to meet the needs of 15,000 people, construction of latrines for affected populations in camps, construction of solid waste disposal and drainage system at the camps. Training of health promotion volunteers.  Safe programming  - around design and location of Water Sanitation and Hygiene (WASH) infrastructures to ensure that risks are considered and adequate consultation is done with affected women and men, girls and boys.']",['KE'],,,2,,2023-08-22T22:22:04Z,"['2', '3']","['2018-03-01T00:00:00Z', '2018-08-31T00:00:00Z']",['3'],['Life and Security'],['99'],,,,,,,
GB-CHC-202918-KENC92,['Sustainable development of extractive resources in Kenya'],['Oxfam GB'],,"['The project will work with partners and the Civil Society Oil and Gas Platform and Platform members to monitor and influence important legislative decision -making processes.  At the local level, the project will provide technical support to communities in Turkana and Elgeyo Marakwet and will work with local government to monitor the developments of the extractive sector in regards to the general governance of the extractive sector.']",['KE'],,,2,,2022-06-15T06:55:35Z,"['2', '3']","['2018-04-01T00:00:00Z', '2022-06-30T00:00:00Z']","['3', '4', '5']","['Life and Security', 'Right to be Heard', 'Right to Equity: Gender and Diversity']","['99', '99', '99']",,,,,,,
